-118.4435857,36.7385622
-80.21988,36.197791
-90.7187682,44.9442599
-118.5735026,37.2723026
-83.5074202,46.5450252
-77.2624771,36.5008471
-95.4432606,29.987414
-90.322684,31.769211
-78.2098658,33.9413025
-80.0338765,45.0518222
-89.2026767,43.1804502
-81.105455,39.339921
-118.6985733,36.2803256
-77.044399,39.0095964
-67.7197657,45.9365919
-97.9742131,30.3414265
-96.170888,36.563587
-70.7448312,42.0152408
-114.907817,43.118597
-93.1227082,44.7723551
-98.5861365,33.9103575
-93.6992494,39.7346428
-122.358547,47.6864644
-89.2961127,30.4059879
-122.3743805,47.7011019
-71.355583,43.0862341
-83.28628,36.985111
-81.258584,36.168993
-97.611208,47.615399
-70.8608285,42.4996648
-74.1675953,40.6200699
-84.850642,33.694467
-121.3656465,39.492128
-79.324288,36.586506
-78.2153781,37.3998729
-97.6434077,36.1007726
-94.6394465,35.8243139
-79.2118738,44.7394219
-105.005535,39.7334101
-93.9087524,41.0687365
-80.8337311,28.5851568
-118.3417303,34.7174884
-79.8431,36.305318
-84.592521,34.209866
-81.9967936,34.520508
-119.1585758,35.3438356
-92.59663,30.879297
-122.3378946,47.6525978
-122.845651,42.258883
-71.1215155,41.7812492
-111.3113156,48.8747739
-76.3164,36.7214852
-86.093271,32.211266
-104.5654631,39.4353775
-77.0283803,38.9552836
-88.6881105,46.695451
-87.6811833,41.8982817
-102.060087,43.341107
-90.8616555,41.9132154
-86.3602716,48.8147455
-78.592595,36.742847
-98.090768,41.416847
-77.83656,36.142469
-118.547788,35.8855483
-119.1813696,37.1226853
-123.586413,39.306232
-123.826341,41.829305
-73.9403621,40.6852732
-92.029169,31.285642
-77.073649,38.9117396
-73.581794,43.020088
-88.472378,34.51053
-80.6623149,46.5734772
-79.3256488,43.1623829
-80.1088005,32.7393797
-98.5694838,49.1416707
-82.3992502,48.4406551
-89.6703827,29.8147806
-89.3859158,45.6131664
-85.2598246,48.2050246
-87.8607182,42.7344452
-107.3354428,49.3012123
-82.7358019,46.3346557
-83.0793309,46.9078478
-81.2810575,42.8383232
-122.042781,38.398489
-82.3617114,33.8571977
-85.264744,36.774458
-116.80355,33.014052
-99.283975,35.42093
-75.3414401,41.9746832
-120.5329142,49.0396177
-91.211532,39.583859
-106.866841,33.354686
-75.3546498,39.9051388
-82.249532,35.038103
-94.3626423,45.9552864
-117.1921273,32.7644792
-71.2026791,42.2026355
-83.3929148,33.5343326
-76.613127,41.140323
-89.229791,46.354754
-67.4694389,46.4072567
-79.2914628,42.8770374
-70.9713985,42.1711981
-89.863979,42.076512
-72.5848222,42.1680557
-97.051136,36.257037
-79.08123,39.897101
-77.893581,34.656968
-96.6157249,47.2759987
-113.1336854,35.3803873
-79.467421,36.470801
-80.7608297,32.2534277
-97.454792,32.101545
-78.157629,38.4341273
-70.6729795,42.0294905
-120.1667529,49.1391315
-78.027096,36.238855
-107.440545,39.287013
-84.2379392,40.1559501
-87.468039,46.542295
-74.597259,42.855505
-99.4205728,27.5640009
-120.629164,36.482953
-93.3258522,44.8666781
-80.363533,36.587763
-114.892206,42.138489
-96.394833,32.807267
-91.1822915,48.7370771
-89.8148134,35.170203
-118.0803845,48.6326333
-76.122984,40.2450727
-76.799074,37.727341
-115.0288322,43.9822396
-117.9135635,34.7427215
-70.2282678,45.6387618
-85.650041,36.87533
-71.3918146,42.0633864
-87.3711344,38.2680306
-124.1640045,47.7428012
